"gene","Bahti_H28","Bahti_H30","Bahti_H29","Bahti_H27","W1","W2","W4","W78","W5","W6","W10","W21","W30","W25","W26","W1332","W1351","W1343","W1321","W1312","W1344","W1336","W1337","W1335","W1314","W1319","W1341","Bahti_H19","W1330","Bahti_H16","Bahti_H18","W1350","W1308","Bahti_H15","W1324","W34","W1317","W1323","Bahti_H14","W27","W23","Bahti_H17","W1347","Bahti_H7","W31","Bahti_H12","W1333","W1325","W3","W1318","Bahti_H26","W24","W33","Bahti_H6","W29","W35","Bahti_H2","Bahti_H8","Bahti_H20","W13","W36","W18","Bahti_H13","W7","Bahti_H25","W37","Bahti_H24","Bahti_H10","RF4","W17","W1310","Bahti_H22","W22","W32","RF2","Bahti_H21","Bahti_H5","Greece2","W1340","W1326","W80","Greece1","W9","Bahti_H41","Bahti_H23","Bahti_H45","Bahti_H3","Greece3","W1322","Bahti_H1","product"
"GUT_GENOME000231_12_74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825000000000001,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,0.825000000000001,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1375,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_12_75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_12_76",NA,NA,NA,NA,NA,NA,NA,NA,0.849609375,0.283203125,0.849609375,0,0.283203125,0.849609375,0,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.283203125,0.56640625,0.283203125,0.283203125,0.283203125,0,0.283203125,NA,0.56640625,0.283203125,0.283203125,0.849609375,0.56640625,0.283203125,0.283203125,0.283203125,0.283203125,0.849609375,0.849609375,0.283203125,0.283203125,0.849609375,0.849609375,0.849609375,0.283203125,0.849609375,0.849609375,0.283203125,0.849609375,0.283203125,0,0.849609375,0.849609375,0.283203125,0.849609375,0.283203125,0.283203125,NA,0.849609375,0.283203125,0.283203125,0.849609375,0.283203125,0.283203125,0.849609375,0.283203125,0.283203125,"hypothetical protein"
"GUT_GENOME000231_12_77",NA,NA,NA,NA,0.295278137128071,0.147639068564035,0.295278137128071,NA,0.147639068564035,0.590556274256142,0.0738195342820177,0.147639068564035,0.196852091418714,0.098426045709357,0.0843651820365917,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.147639068564035,0.295278137128071,0.147639068564035,0.147639068564035,0.147639068564035,0.168730364073183,0.118111254851228,0.147639068564035,0.147639068564035,0.147639068564035,0.098426045709357,0.147639068564035,0.147639068564035,0.147639068564035,0.196852091418714,0.147639068564035,NA,0.177166882276843,0.295278137128071,0.147639068564035,0.147639068564035,0.442917205692107,0.147639068564035,0.147639068564035,0.147639068564035,0.168730364073183,0.177166882276843,0.168730364073183,0.147639068564035,0.184548835705044,0.0738195342820177,0.246065114273393,0.0738195342820177,0.147639068564035,0.196852091418714,0.168730364073183,0.147639068564035,0.0738195342820177,0.236222509702457,0.110729301423027,0.196852091418714,0.0738195342820177,0.147639068564035,0.0738195342820177,0.147639068564035,0.147639068564035,NA,0.0738195342820177,0.0738195342820177,0.295278137128071,0.295278137128071,0.147639068564035,0.0738195342820177,0.0738195342820177,0.0738195342820177,0.147639068564035,"hypothetical protein"
"GUT_GENOME000231_12_78",NA,NA,NA,NA,NA,NA,NA,NA,0.292428198433421,NA,NA,NA,NA,0.877284595300262,0.292428198433421,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,1.16971279373368,NA,1.16971279373368,1.16971279373368,1.16971279373368,0.14621409921671,0,1.16971279373368,1.16971279373368,1.16971279373368,NA,1.16971279373368,1.16971279373368,1.16971279373368,0.584856396866841,1.16971279373368,NA,0,NA,1.16971279373368,NA,0,1.16971279373368,1.16971279373368,1.16971279373368,0.14621409921671,0.14621409921671,NA,1.16971279373368,0.0974760661444735,NA,NA,NA,1.16971279373368,NA,NA,1.16971279373368,NA,0,0.14621409921671,NA,NA,1.16971279373368,NA,1.16971279373368,1.16971279373368,NA,NA,0.877284595300262,NA,NA,0.292428198433421,1.16971279373368,NA,NA,1.16971279373368,"hypothetical protein"
"GUT_GENOME000231_12_79",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130788485607009,NA,NA,0.261576971214018,NA,0.130788485607009,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.523153942428035,0.261576971214018,0.523153942428035,0.523153942428035,0.523153942428035,NA,NA,0.523153942428035,0.523153942428035,0.523153942428035,0.261576971214018,0.523153942428035,0.523153942428035,0.523153942428035,NA,0.523153942428035,NA,0.130788485607009,0.261576971214018,0.523153942428035,0.261576971214018,0.130788485607009,0.523153942428035,0.523153942428035,0.523153942428035,NA,0.261576971214018,NA,0.523153942428035,NA,NA,0.261576971214018,NA,0.523153942428035,0.130788485607009,NA,0.523153942428035,NA,0.261576971214018,0.130788485607009,0.130788485607009,NA,0.523153942428035,NA,0.523153942428035,0.523153942428035,NA,NA,0.261576971214018,0.130788485607009,NA,0.784730913642053,NA,NA,NA,0.523153942428035,"No product information"
"GUT_GENOME000231_12_80",NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,"Inner membrane protein YccF"
"GUT_GENOME000231_12_81",NA,NA,NA,NA,NA,NA,0.291382765531063,NA,NA,NA,0.291382765531063,NA,NA,0.145691382765531,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437074148296594,0,0,0,0.145691382765531,0.291382765531063,0,0,0,0.291382765531063,0,0,0,NA,0,NA,NA,0.437074148296594,0,0.291382765531063,0.291382765531063,0,0,0,0.437074148296594,0.582765531062126,0.0971275885103543,0,0.582765531062126,0.291382765531063,0.437074148296594,0.291382765531063,0,0.291382765531063,0.0971275885103543,0,0.291382765531063,0.145691382765531,0.582765531062126,0.291382765531063,0.291382765531063,0,0.291382765531063,0,0,NA,0,0.0971275885103543,0.291382765531063,0,0.291382765531063,0,0,0,0,"DNA polymerase IV"
"GUT_GENOME000231_12_82",NA,NA,NA,NA,0.183121897407611,0.249249249249249,0.27116127116127,NA,0.29133029133029,0.256370656370656,0.0843324527535051,0.284856284856284,0.128185328185328,0.128185328185328,0.262197262197262,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.274682846111417,0.16023166023166,0.274682846111417,0.274682846111417,0.274682846111417,0.16023166023166,0.24034749034749,0.274682846111417,0.274682846111417,0.274682846111417,0.256370656370656,0.274682846111417,0.274682846111417,0.274682846111417,0.262197262197262,0.274682846111417,NA,0.0640926640926639,0.16023166023166,0.274682846111417,0.197208197208197,0.0763007905865046,0.274682846111417,0.274682846111417,0.274682846111417,0.123255123255123,0.360521235521234,0.280405405405405,0.274682846111417,0.106821106821107,0.32046332046332,0.174798174798174,0.32046332046332,0.274682846111417,0.181131442001007,0.280405405405405,0.274682846111417,0.32046332046332,0.245060186236656,0.267052767052766,0.277734877734877,0.32046332046332,0.274682846111417,0.32046332046332,0.349596349596349,0.274682846111417,NA,0.32046332046332,0.213642213642213,0.256370656370656,0.32046332046332,0.32046332046332,0.32046332046332,0.384555984555983,0.249249249249249,0.274682846111417,"Cadmium%2C zinc and cobalt-transporting ATPase"
"GUT_GENOME000231_12_83",NA,NA,NA,NA,NA,0,NA,NA,0.214285714285714,0,0.0952380952380951,NA,0.142857142857143,0.0952380952380951,0.0714285714285713,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.0952380952380951,0.171428571428571,0.171428571428571,0.171428571428571,0.214285714285714,0.214285714285714,0.171428571428571,0.171428571428571,0.171428571428571,0.057142857142857,0.171428571428571,0.171428571428571,0.171428571428571,0.214285714285714,0.171428571428571,NA,0.0952380952380951,0.0952380952380951,0.171428571428571,0.0952380952380951,0.0952380952380951,0.171428571428571,0.171428571428571,0.171428571428571,0.057142857142857,0.0714285714285713,0.057142857142857,0.171428571428571,0.057142857142857,0.171428571428571,0.0952380952380951,0.171428571428571,0.171428571428571,0.0952380952380951,0.057142857142857,0.171428571428571,0.171428571428571,0.214285714285714,0.0408163265306122,0.0952380952380951,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,0.171428571428571,NA,0.171428571428571,0.285714285714285,0.0952380952380951,0.214285714285714,0.285714285714285,0.171428571428571,0.285714285714285,0.19047619047619,0.171428571428571,"hypothetical protein"
"GUT_GENOME000231_12_84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_12_85",NA,NA,NA,NA,0.265413533834586,0,0,NA,0,0.265413533834586,0.265413533834586,0.530827067669172,0,0.265413533834586,0.132706766917293,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.132706766917293,0.265413533834586,0.265413533834586,0.265413533834586,0.132706766917293,0,0.265413533834586,0.265413533834586,0.265413533834586,0.0884711779448619,0.265413533834586,0.265413533834586,0.265413533834586,0,0.265413533834586,NA,0.132706766917293,0.132706766917293,0.265413533834586,0,0,0.265413533834586,0.265413533834586,0.265413533834586,0.530827067669172,0.265413533834586,0.132706766917293,NA,0.530827067669172,0.265413533834586,0.132706766917293,0.265413533834586,0.265413533834586,0.265413533834586,0.132706766917293,0.265413533834586,0.265413533834586,0,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0.265413533834586,0,0.265413533834586,NA,0.265413533834586,0,NA,0.265413533834586,0.132706766917293,0.265413533834586,0.530827067669172,0.265413533834586,0.265413533834586,"RNA polymerase sigma-H factor"
"GUT_GENOME000231_12_86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427927927927928,1.02702702702703,NA,NA,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_12_87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132162661737523,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_12_88",NA,NA,NA,NA,0,0,0,NA,0.271943863104766,0,0.0679859657761914,0,0,0,0.0679859657761914,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,NA,0.135971931552383,0.135971931552383,0.135971931552383,0,0.0906479543682552,0.135971931552383,0.135971931552383,0.135971931552383,0.271943863104766,0.135971931552383,0.135971931552383,0.135971931552383,0.271943863104766,0.135971931552383,NA,0.271943863104766,0,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0.135971931552383,0,0.271943863104766,0.0679859657761914,0.135971931552383,0.135971931552383,0,0,0,0.135971931552383,0,0.0679859657761914,0.135971931552383,0,0,0.0906479543682552,0,0,0.135971931552383,0,0,0.135971931552383,NA,0,0.18129590873651,0.135971931552383,0,0.271943863104766,0.271943863104766,0,0,0.135971931552383,"TonB-dependent receptor P3"
"GUT_GENOME000231_12_89",NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135064043915827,0,0,0,0,0,0,0,0,0.0900426959438849,0,0,0,0,0,NA,0,0.270128087831655,0,0,0,0,0,0,0.0540256175663309,0.0900426959438849,0,0,0.135064043915827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.0675320219579136,0.0675320219579136,0,0.18008539188777,0,0,0,0,"hypothetical protein"
"GUT_GENOME000231_12_90",NA,NA,NA,NA,NA,0,0.13481924435988,NA,NA,0.13481924435988,0.13481924435988,NA,0,0.0898794962399201,0.13481924435988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26963848871976,0,0,0,0.0898794962399201,0.13481924435988,0,0,0,0.13481924435988,0,0,0,0.13481924435988,0,0,0.13481924435988,0.26963848871976,0,0.13481924435988,0.0674096221799401,0,0,0,0.13481924435988,0.13481924435988,0.13481924435988,0,0.13481924435988,0.13481924435988,NA,0.13481924435988,0,0.13481924435988,0.26963848871976,0,0.13481924435988,0.13481924435988,0.13481924435988,0.13481924435988,0.13481924435988,0,0.0898794962399201,0,0,NA,0.0898794962399201,0.13481924435988,0.13481924435988,0.13481924435988,0.0898794962399201,0.0539276977439521,0.26963848871976,0,0,"Beta-hexosaminidase"
"GUT_GENOME000231_12_91",NA,NA,NA,NA,0.266382978723404,0.266382978723404,0,NA,0.159829787234043,0.266382978723404,0,0.106553191489362,0.0887943262411348,0.266382978723404,0.106553191489362,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.0532765957446808,0.266382978723404,0.266382978723404,0.266382978723404,0.106553191489362,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.532765957446809,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,NA,0.532765957446809,0.0532765957446808,0.266382978723404,0.0665957446808511,0.0665957446808511,0.266382978723404,0.266382978723404,0.266382978723404,0.0665957446808511,0.0887943262411348,0.799148936170213,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,0.399574468085107,0.266382978723404,0.266382978723404,0.133191489361702,0.0532765957446808,0.266382978723404,0.266382978723404,0.266382978723404,0.266382978723404,NA,0.266382978723404,NA,0.266382978723404,0.133191489361702,0.106553191489362,0,0.17758865248227,0,0.266382978723404,0.266382978723404,0.266382978723404,"Arylsulfatase"
"GUT_GENOME000231_12_92",NA,NA,NA,NA,NA,NA,0.540880503144656,NA,0,0,0.270440251572328,0,NA,NA,0.811320754716984,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.270440251572328,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.540880503144656,0.270440251572328,0.540880503144656,0.180293501048219,0.540880503144656,0.270440251572328,0.270440251572328,NA,0.540880503144656,0.540880503144656,0.540880503144656,NA,0.540880503144656,NA,NA,0.811320754716984,0.270440251572328,NA,NA,0.540880503144656,0.811320754716984,0.540880503144656,NA,NA,0.540880503144656,0.270440251572328,NA,NA,NA,NA,0.270440251572328,0.270440251572328,0.270440251572328,0.270440251572328,NA,NA,0.270440251572328,0.540880503144656,NA,0.270440251572328,NA,0.540880503144656,0.270440251572328,NA,NA,NA,0.270440251572328,NA,0,0,NA,NA,0.540880503144656,"hypothetical protein"
"GUT_GENOME000231_12_93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259141494435612,NA,NA,NA,0.518282988871224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259141494435612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_13_1",NA,NA,NA,NA,NA,NA,NA,NA,0.209167671893847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209167671893847,NA,NA,NA,NA,NA,NA,NA,0.278890229191796,NA,NA,NA,NA,NA,0.209167671893847,NA,NA,NA,NA,0.557780458383592,NA,NA,NA,0.139445114595898,NA,NA,NA,NA,NA,NA,NA,NA,0.226598311218334,0.278890229191796,NA,NA,NA,NA,NA,NA,NA,NA,0.278890229191796,0.278890229191796,NA,0.278890229191796,NA,NA,NA,NA,"Protease 4"
"GUT_GENOME000231_13_2",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetraacyldisaccharide 4'-kinase"
"GUT_GENOME000231_13_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purine nucleoside phosphorylase 1"
"GUT_GENOME000231_13_4",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57775954041855,0,NA,0,NA,NA,NA,NA,"Thiamine-monophosphate kinase"
"GUT_GENOME000231_13_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566901408450704,NA,NA,NA,"No product information"
"GUT_GENOME000231_13_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0703152060962939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.23438402032098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.281260824385176,0.0843782473155527,NA,NA,NA,NA,0.562521648770352,NA,0.140630412192588,NA,NA,NA,NA,NA,0.0562521648770351,NA,NA,NA,NA,NA,NA,NA,"Tyrosine recombinase XerC"
"GUT_GENOME000231_13_7",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.291603053435115,NA,NA,0.19440203562341,0.58320610687023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.291603053435115,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.58320610687023,NA,NA,NA,NA,0.58320610687023,NA,NA,NA,NA,NA,NA,NA,NA,0.437404580152672,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_13_8",NA,NA,NA,NA,0.0686440677966104,0,NA,NA,0.137288135593221,0,0.137288135593221,NA,NA,0.122033898305085,0.117675544794189,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,NA,0.183050847457628,0.183050847457628,0.183050847457628,0.137288135593221,0.117675544794189,0.183050847457628,0.183050847457628,0.183050847457628,0.0686440677966104,0.183050847457628,0.183050847457628,0.183050847457628,0.109830508474577,0.183050847457628,NA,NA,0.109830508474577,0.183050847457628,0.164745762711865,0.117675544794189,0.183050847457628,0.183050847457628,0.183050847457628,0.183050847457628,0.117675544794189,NA,0.183050847457628,NA,NA,NA,NA,0.183050847457628,NA,0.137288135593221,0.183050847457628,NA,NA,0.137288135593221,0.0549152542372883,NA,0.183050847457628,NA,0.183050847457628,0.219661016949153,NA,NA,0.0915254237288139,NA,NA,NA,0.183050847457628,NA,0,0.183050847457628,"hypothetical protein"
"GUT_GENOME000231_13_9",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21149203283438,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_13_10",NA,NA,NA,NA,0.106516290726817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319548872180451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_13_11",NA,NA,NA,NA,0,0.154352723701693,NA,NA,0,NA,0.135058633238981,NA,NA,0.385881809254233,0.225097722064969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.180078177651975,NA,NA,NA,0.180078177651975,NA,NA,NA,0,NA,NA,NA,0,NA,0.405175899716944,0.405175899716944,NA,NA,NA,NA,0.270117266477963,NA,NA,NA,NA,NA,NA,NA,NA,0.308705447403386,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_13_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.268617021276596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.268617021276596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
